case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay
LoraWAN 2 gateways,0.9,23461,40955,200,2000000,431.63,40958,1102667,492.428
LoraWAN 3 gateways,0.9,19531,40955,200,2000000,431.63,40958,917957,492.428
LoraWAN 2 gateways,1,5730,43161,200,2000000,431.63,43162,269310,492.428
LoraWAN 3 gateways,1,39376,43161,200,2000000,431.63,43162,1850672,492.428
LoraWAN 2 gateways,0.1,3097,7830,200,2000000,431.63,7830,145559,492.428
LoraWAN 3 gateways,0.1,6558,7830,200,2000000,431.63,7830,308226,492.428
LoraWAN 2 gateways,0.2,10648,14403,200,2000000,431.63,14403,500456,492.428
LoraWAN 3 gateways,0.2,12038,14403,200,2000000,431.63,14403,565786,492.428
LoraWAN 2 gateways,0.3,4622,19979,200,2000000,431.63,19979,217234,492.428
LoraWAN 3 gateways,0.3,11153,19979,200,2000000,431.63,19979,524191,492.428
LoraWAN 2 gateways,0.4,10332,24781,200,2000000,431.63,24781,485604,492.428
LoraWAN 3 gateways,0.4,19790,24781,200,2000000,431.63,24781,930130,492.428
LoraWAN 2 gateways,0.5,6538,28950,200,2000000,431.63,28950,307286,492.428
LoraWAN 3 gateways,0.5,21107,28950,200,2000000,431.63,28950,992029,492.428
LoraWAN 2 gateways,0.6,18599,32552,200,2000000,431.63,32552,874153,492.428
LoraWAN 3 gateways,0.6,17318,32552,200,2000000,431.63,32552,813946,492.428
LoraWAN 2 gateways,0.7,24156,35620,200,2000000,431.63,35620,1135332,492.428
LoraWAN 3 gateways,0.7,31914,35620,200,2000000,431.63,35620,1499958,492.428
LoraWAN 2 gateways,0.8,16895,38463,200,2000000,431.63,38465,794065,492.428
LoraWAN 3 gateways,0.8,26036,38463,200,2000000,431.63,38465,1223692,492.428
LoraWAN 2 gateways,0.9,21541,40955,200,2000000,431.63,40958,1012427,492.428
LoraWAN 3 gateways,0.9,32283,40955,200,2000000,431.63,40958,1517301,492.428
LoraWAN 2 gateways,1,17277,43161,200,2000000,431.63,43162,812019,492.428
LoraWAN 3 gateways,1,29729,43161,200,2000000,431.63,43162,1397263,492.428
LoraWAN 2 gateways,0.1,3195,7830,200,2000000,431.63,7830,150165,492.428
LoraWAN 3 gateways,0.1,6158,7830,200,2000000,431.63,7830,289426,492.428
LoraWAN 2 gateways,0.2,9069,14403,200,2000000,431.63,14403,426243,492.428
LoraWAN 3 gateways,0.2,8312,14403,200,2000000,431.63,14403,390664,492.428
LoraWAN 2 gateways,0.3,11574,19979,200,2000000,431.63,19979,543978,492.428
LoraWAN 3 gateways,0.3,17262,19979,200,2000000,431.63,19979,811314,492.428
LoraWAN 2 gateways,0.4,13678,24781,200,2000000,431.63,24781,642866,492.428
LoraWAN 3 gateways,0.4,20580,24781,200,2000000,431.63,24781,967260,492.428
LoraWAN 2 gateways,0.5,21495,28950,200,2000000,431.63,28950,1010265,492.428
LoraWAN 3 gateways,0.5,25228,28950,200,2000000,431.63,28950,1185716,492.428
LoraWAN 2 gateways,0.6,21416,32552,200,2000000,431.63,32552,1006552,492.428
LoraWAN 3 gateways,0.6,18416,32552,200,2000000,431.63,32552,865552,492.428
LoraWAN 2 gateways,0.7,25331,35620,200,2000000,431.63,35620,1190557,492.428
LoraWAN 3 gateways,0.7,17160,35620,200,2000000,431.63,35620,806520,492.428
LoraWAN 2 gateways,0.8,15580,38463,200,2000000,431.63,38465,732260,492.428
LoraWAN 3 gateways,0.8,35193,38463,200,2000000,431.63,38465,1654071,492.428
LoraWAN 2 gateways,0.9,21418,40955,200,2000000,431.63,40958,1006646,492.428
LoraWAN 3 gateways,0.9,33682,40955,200,2000000,431.63,40958,1583054,492.428
LoraWAN 2 gateways,1,21098,43161,200,2000000,431.63,43162,991606,492.428
LoraWAN 3 gateways,1,34632,43161,200,2000000,431.63,43162,1627704,492.428
LoraWAN 2 gateways,0.1,4823,7830,200,2000000,431.63,7830,226681,492.428
LoraWAN 3 gateways,0.1,6371,7830,200,2000000,431.63,7830,299437,492.428
LoraWAN 2 gateways,0.2,3561,14403,200,2000000,431.63,14403,167367,492.428
LoraWAN 3 gateways,0.2,10735,14403,200,2000000,431.63,14403,504545,492.428
LoraWAN 2 gateways,0.3,13523,19979,200,2000000,431.63,19979,635581,492.428
LoraWAN 3 gateways,0.3,15122,19979,200,2000000,431.63,19979,710734,492.428
LoraWAN 2 gateways,0.4,17777,24781,200,2000000,431.63,24781,835519,492.428
LoraWAN 3 gateways,0.4,18172,24781,200,2000000,431.63,24781,854084,492.428
LoraWAN 2 gateways,0.5,14897,28950,200,2000000,431.63,28950,700159,492.428
LoraWAN 3 gateways,0.5,25356,28950,200,2000000,431.63,28950,1191732,492.428
LoraWAN 2 gateways,0.6,22802,32552,200,2000000,431.63,32552,1071694,492.428
LoraWAN 3 gateways,0.6,23217,32552,200,2000000,431.63,32552,1091199,492.428
LoraWAN 2 gateways,0.7,19835,35620,200,2000000,431.63,35620,932245,492.428
LoraWAN 3 gateways,0.7,29281,35620,200,2000000,431.63,35620,1376207,492.428
LoraWAN 2 gateways,0.8,12611,38463,200,2000000,431.63,38465,592717,492.428
LoraWAN 3 gateways,0.8,29574,38463,200,2000000,431.63,38465,1389978,492.428
LoraWAN 2 gateways,0.9,13090,40955,200,2000000,431.63,40958,615230,492.428
LoraWAN 3 gateways,0.9,21542,40955,200,2000000,431.63,40958,1012474,492.428
LoraWAN 2 gateways,1,20965,43161,200,2000000,431.63,43162,985355,492.428
LoraWAN 3 gateways,1,35051,43161,200,2000000,431.63,43162,1647397,492.428
LoraWAN 2 gateways,0.1,1387,7830,200,2000000,431.63,7830,65189,492.428
LoraWAN 3 gateways,0.1,6328,7830,200,2000000,431.63,7830,297416,492.428
LoraWAN 2 gateways,0.2,10028,14403,200,2000000,431.63,14403,471316,492.428
LoraWAN 3 gateways,0.2,11026,14403,200,2000000,431.63,14403,518222,492.428
LoraWAN 2 gateways,0.3,3053,19979,200,2000000,431.63,19979,143491,492.428
LoraWAN 3 gateways,0.3,16266,19979,200,2000000,431.63,19979,764502,492.428
LoraWAN 2 gateways,0.4,9502,24781,200,2000000,431.63,24781,446594,492.428
LoraWAN 3 gateways,0.4,12233,24781,200,2000000,431.63,24781,574951,492.428
LoraWAN 2 gateways,0.5,11152,28950,200,2000000,431.63,28950,524144,492.428
LoraWAN 3 gateways,0.5,21297,28950,200,2000000,431.63,28950,1000959,492.428
LoraWAN 2 gateways,0.6,16197,32552,200,2000000,431.63,32552,761259,492.428
LoraWAN 3 gateways,0.6,29838,32552,200,2000000,431.63,32552,1402386,492.428
LoraWAN 2 gateways,0.7,14502,35620,200,2000000,431.63,35620,681594,492.428
LoraWAN 3 gateways,0.7,28388,35620,200,2000000,431.63,35620,1334236,492.428
LoraWAN 2 gateways,0.8,16517,38463,200,2000000,431.63,38465,776299,492.428
LoraWAN 3 gateways,0.8,34495,38463,200,2000000,431.63,38465,1621265,492.428
LoraWAN 2 gateways,0.9,24149,40955,200,2000000,431.63,40958,1135003,492.428
LoraWAN 3 gateways,0.9,37746,40955,200,2000000,431.63,40958,1774062,492.428
LoraWAN 2 gateways,1,20146,43161,200,2000000,431.63,43162,946862,492.428
LoraWAN 3 gateways,1,32868,43161,200,2000000,431.63,43162,1544796,492.428
LoraWAN 2 gateways,0.1,4629,7830,200,2000000,431.63,7830,217563,492.428
LoraWAN 3 gateways,0.1,6653,7830,200,2000000,431.63,7830,312691,492.428
LoraWAN 2 gateways,0.2,5914,14403,200,2000000,431.63,14403,277958,492.428
LoraWAN 3 gateways,0.2,11816,14403,200,2000000,431.63,14403,555352,492.428
LoraWAN 2 gateways,0.3,11657,19979,200,2000000,431.63,19979,547879,492.428
LoraWAN 3 gateways,0.3,14199,19979,200,2000000,431.63,19979,667353,492.428
LoraWAN 2 gateways,0.4,12073,24781,200,2000000,431.63,24781,567431,492.428
LoraWAN 3 gateways,0.4,17342,24781,200,2000000,431.63,24781,815074,492.428
LoraWAN 2 gateways,0.5,12488,28950,200,2000000,431.63,28950,586936,492.428
LoraWAN 3 gateways,0.5,19330,28950,200,2000000,431.63,28950,908510,492.428
LoraWAN 2 gateways,0.6,17343,32552,200,2000000,431.63,32552,815121,492.428
LoraWAN 3 gateways,0.6,27977,32552,200,2000000,431.63,32552,1314919,492.428
LoraWAN 2 gateways,0.7,26332,35620,200,2000000,431.63,35620,1237604,492.428
LoraWAN 3 gateways,0.7,21053,35620,200,2000000,431.63,35620,989491,492.428
LoraWAN 2 gateways,0.8,24201,38463,200,2000000,431.63,38465,1137447,492.428
LoraWAN 3 gateways,0.8,33969,38463,200,2000000,431.63,38465,1596543,492.428
LoraWAN 2 gateways,0.9,23826,40955,200,2000000,431.63,40958,1119822,492.428
LoraWAN 3 gateways,0.9,28458,40955,200,2000000,431.63,40958,1337526,492.428
LoraWAN 2 gateways,1,12639,43161,200,2000000,431.63,43162,594033,492.428
LoraWAN 3 gateways,1,36667,43161,200,2000000,431.63,43162,1723349,492.428
